,loss,accuracy
0,1.3700169324874878,0.4307500123977661
1,0.7547417879104614,0.753250002861023
2,0.4864363372325897,0.8799999952316284
3,0.348686158657074,0.9347500205039978
4,0.26874738931655884,0.956250011920929
5,0.21757681667804718,0.9662500023841858
6,0.18227262794971466,0.9732499718666077
7,0.15646210312843323,0.9777500033378601
8,0.13702839612960815,0.9804999828338623
9,0.12141885608434677,0.9827499985694885
